📺央视频道,#genre#
CCTV-12,http://114.226.2.174:4022/rtp/239.49.8.135:6000
CCTV-13,http://111.26.109.75:19020/hls/13/index.m3u8
CCTV-13,http://124.93.18.239:9003/hls/13/index.m3u8
CCTV-13,http://iptv.4666888.xyz/iptv2A.php?id=11
CCTV-13,http://114.254.83.46:8888/rtp/239.3.1.124:8128
CCTV-13,http://120.202.94.181:9446/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://114.226.2.174:4022/rtp/239.49.1.13:6000
CCTV-14,http://124.93.18.239:9003/hls/14/index.m3u8
CCTV-14,http://114.254.83.46:8888/rtp/239.3.1.65:8132
CCTV-14,http://iptv.4666888.xyz/iptv2A.php?id=12
CCTV-14,http://120.202.94.181:9446/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTMvaW5kZXgubTN1OA==
CCTV-14,http://tvtj.jxwltx.com:8003/cctv14.m3u8
CCTV-15,http://111.26.109.75:19020/hls/14/index.m3u8
CCTV-15,http://124.93.18.239:9003/hls/15/index.m3u8
CCTV-15,http://120.202.94.181:9446/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://114.254.83.46:8888/rtp/239.3.1.153:8136
CCTV-15,http://tvtj.jxwltx.com:8003/cctv15.m3u8
CCTV-15,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTQvaW5kZXgubTN1OA==
CCTV-16,http://111.26.109.75:19020/hls/15/index.m3u8
CCTV-16,http://124.93.18.239:9003/hls/16/index.m3u8
CCTV-16,http://iptv.4666888.xyz/iptv2A.php?id=32
CCTV-16,http://114.254.83.46:8888/rtp/239.3.1.184:8001
CCTV-16,http://tvtj.jxwltx.com:8003/cctv5p.m3u8
CCTV-17,http://111.26.109.75:19020/hls/16/index.m3u8
CCTV-17,http://124.93.18.239:9003/hls/17/index.m3u8
CCTV-17,http://114.226.2.174:4022/rtp/239.49.8.132:6000
CCTV-17,http://114.254.83.46:8888/rtp/239.3.1.151:8144
CCTV-17,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTUvaW5kZXgubTN1OA==
CCTV-17,http://tvtj.jxwltx.com:8003/cctv17.m3u8
CETV-1,http://114.254.83.46:8888/rtp/239.3.1.57:8152
CETV-2,http://114.254.83.46:8888/rtp/239.3.1.54:4120
CETV-4,http://114.254.83.46:8888/rtp/239.3.1.56:4120

💰央视付费频道,#genre#
央视台球,http://111.26.109.75:19020/hls/19/index.m3u8
央视台球,http://124.93.18.239:9003/hls/20/index.m3u8
第一剧场,http://111.26.109.75:19020/hls/73/index.m3u8
第一剧场,http://iptv.4666888.xyz/iptv2A.php?id=61
第一剧场,http://61.184.46.85:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://111.26.109.75:19020/hls/74/index.m3u8
怀旧剧场,http://61.184.46.85:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://61.184.46.85:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
世界地理,http://61.184.46.85:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0

🍉┃咪咕频道,#genre#

☘️湖北频道,#genre#
湖北综合,http://120.202.94.181:9446/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
湖北生活,http://120.202.94.181:9446/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
